voice
お前、おもしろい奴だ。<br>でも、俺はお前を信用しない<br>■ 映画『トランスポーター』
俺はただの運び屋だ。<br>やつらを運ぶだけだ<br>■ 映画『トランスポーター』
この世界には二種類の人間がいるんだ。<br>一つは銃を持ってる奴ら、もう一つは走って逃げる奴らだ。<br>お前はどっちだ？<br>■ 映画『トランスポーター』
俺は仕事を選ばない。<br>ただし、仕事相手は選ぶ<br>■ 映画『トランスポーター2』
そうじゃないだろう。<br>俺の我慢ももう限界だ<br>■ 映画『トランスポーター2』
悪いな。キャッチだ。<br>バイバイ！<br>■ 映画『アドレナリン』
5秒やるから この汚い手を どけろ！<br>■ 映画『トランスポーター3 アンリミテッド』
相性は悪いが俺のブレスレットはアンタにもピッタリだ！<br>■ 映画『トランスポーター3 アンリミテッド』
意地悪なんかしてない、忙しいんだ。<br>弾をかわすのに忙しい<br>■ 映画『トランスポーター3 アンリミテッド』
俺の仕事は車が命でね、完璧な車が完璧な仕事を生む<br>■ 映画『トランスポーター3 アンリミテッド』
よぉしっ！ビンビンキタぁっ！<br>おじさん元気になっちゃうぞぉっ！<br>■ 映画『アドレナリン:ハイ・ボルテージ』
おい 何だよっ！あぶねぇだろっっっ！<br>■ 映画『エクスペンダブルズ』
俺に関わると危険だぞ。<br>お前に何かあったら責任取れないからな<br>■ 映画『メカニック』
俺がやるって言ったら、やる<br>■ 映画『メカニック』
アレだ。ご馳走だぞぉ。<br>ハイ！召し上がれ！！<br>■ 映画『ブリッツ』
一日一日だ。大切に生きよう<br>■ 映画『SAFE/セイフ』
おい！ 友の忠告だ。 <br>ボクシング習った方がいいよ<br>■ 映画『エクスペンダブルズ2』
引退して こんなトコで暮らしたい・・・<br>空気はウマイ・・・<br>ストレスも無い・・・<br>子育てにもイイ・・・<br>なぁマギー、こんなトコで暮らしたいよねっ？<br>■ 映画『エクスペンダブルズ2』
お前の夢はお前自身が追いかけなきゃ誰も追いかけてくれない<br>■ 映画『ワイルド・スピード EURO MISSION』
俺には家族がいる。<br>何があっても、俺たちは家族だ<br>■ 映画『ワイルド・スピード SKY MISSION』
俺は不死身だ！<br>179種類の毒に免疫がある！<br>■ 映画『SPY/スパイ』
俺のエッチはハンパじゃねぇぞ！<br>■ 映画『SPY/スパイ』
なんだよ。いい筋肉して壁殴るだけか？<br>見掛け倒しだな！<br>■ 映画『ワイルド・スピード ICE BREAK』
勝負する日が楽しみだ！<br>■ 映画『ワイルド・スピード ICE BREAK』
泳ぎ続けろ♪ 泳ぎ続けろ♪<br>■ 映画『MEG ザ・モンスター』
俺が喰われたら心が痛むよな？<br>■ 映画『MEG ザ・モンスター』
この世に俺を海に戻せる人間が2人いるとすればそれはあんたたちだ。<br>だが無理だ。事故の話を聞いても答えはNO。<br>札束を積まれても惜しいけど答えはNO。<br>それから、俺の良心に訴えようとしても答えはNOだ。<br>俺に良心はない<br>■ 映画『MEG ザ・モンスター』
この世にはクズが山ほどいる。<br>全員を把握するのは難しい<br>■ 映画『MEG ザ・モンスター2』
問題は一つずつ解決する。<br>目の前のことをやり、それから次のことをやる<br>■ 映画『MEG ザ・モンスター2』
スーツを着るような人生じゃなかったんでね<br>■ 映画『MEG ザ・モンスター2』
コイツはホントのクソ野郎だ！！<br>■ 映画『ワイルド・スピード/スーパーコンボ』
不十分だ。わかってないな。<br>どんな事でもするって言っただろう。<br>今の話では既にやったとでもいう口ぶりだ<br>■ 映画『キャッシュトラック』
甘いものはそんなに好きじゃない。<br>体に悪い物を倒れるほど食うんなら、加工チーズと代替肉がいい<br>■ 映画『キャッシュトラック』
蜂の巣をつついたことがあるか？<br>■ 映画『ビーキーパー』
法律はある。<br>だが、それが機能しなくなった時、私が出る幕だ<br>■ 映画『ビーキーパー』
私は養蜂家だ。巣を守る。<br>時には火を使ってスズメバチを追い出す<br>■ 映画『ビーキーパー』
何のために働くか、自分で決めろ。<br>司法か、それとも正義か<br>■ 映画『ビーキーパー』
